Fakultät	Veranstaltungstitel	Bisonlink	Veranstaltungsart	SWS	Sprache	Tag	Personen
missing	Fak. K + G	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51593&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	missing	missing
missing	Erweitertes Präsidium	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51541&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mi.	missing
Fakultät Medien	Applied mathematics (Lecture)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50794&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Di.	Sebastian Bock :3 S: Anastasiia Legatiuk :3 S: Klaus Gürlebeck
missing	Haushaltsausschuss	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48601&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mi.	missing
Fakultät Bauingenieurwesen	Materialien und Technologien für den Bautenschutz und die Instandsetzung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50826&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	5	deutsch	Mo.	Andrea Osburg :3 S: Rolf Gieler :3 S: Alexander Flohr
Fakultät Kunst und Gestaltung	Kommunikation und Herrschaft	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51802&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	3	deutsch	Mi.	Alexander Schwinghammer :3 S: Friedrich Sperling :3 S: keine öffentliche Person
Fakultät Medien	Einführung in die kritische Theorie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51340&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Mo.	Henning Schmidgen :3 S: Volker Bernhard
Fakultät Bauingenieurwesen	Heißbemessung im Konstruktiven Ingenieurbau	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50945&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	2	missing	Fr.	Marcus Achenbach :3 S: Christopher Taube
Fakultät Architektur und Urbanistik	1. Planungsprojekt: StadtLand-Suburbia: Einfamilienhausgebiete in Greiz	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51381&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	8	deutsch	missing	N.N. :3 S: Barbara Schönig
Fakultät Architektur und Urbanistik	Grundlagen der Gebäudelehre	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51444&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Di.	Verena von Beckerath :3 S: Jessica Christoph :3 S: Hanna Schlösser
Fakultät Medien	Der Experimentalfilm oder: Experiment im Film (ein praktisch-theoretisches Seminar)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51324&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	deutsch	Sa.	Simon Frisch :3 S:  N.N.
missing	jf K	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51199&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	Mo.	missing
Fakultät Bauingenieurwesen	Begrüßung Erstsemester Bachelor UI	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51453&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Informationsveranstaltung	missing	deutsch	Mo.	Ralf Englert :3 S: Jörg Londong
Fakultät Architektur und Urbanistik	|Das Synagogen-Projekt || Rekonstruktionen als gebaute Zeichen|	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51564&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	8	deutsch/englisch	Do.	Jörg Springer :3 S: Manuel Aust :3 S: Martin Pasztori :3 S: Sebastian Schröter :3 S: Juliane Steffen
Fakultät Medien	In Dialog with the Virtual Museum	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51505&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	10	englisch	missing	Benno Stein :3 S: Johannes Kiesel :3 S: Marcel Gohsen
Fakultät Architektur und Urbanistik	European Cities	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51447&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Di.	Daniela Zupan
Fakultät Architektur und Urbanistik	In Search of a Pattern That Connects: Gregory Batesons ecological aesthetics and designing within a more than human world	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51314&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch/englisch	missing	Dulmini Perera
Fakultät Medien	Finite element methods  (Lecture)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50853&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	missing	englisch	Do.	Timon Rabczuk
Fakultät Architektur und Urbanistik	Bauhaus.Modul: Stadtplanung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51696&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Do.	Barbara Schönig :3 S:  N.N. :3 S: Hannah Schnelle
Fakultät Medien	How to? Prototyping: methods and technologies	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51491&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	10	englisch	missing	keine öffentliche Person :3 S: Eva Hornecker :3 S: Hannes Waldschütz
Zentrale Veranstaltungen der Universität	Bau dir deine Arbeit! Schreiben, Quellen, Stil - Einführung in das wissenschaftliche Arbeiten	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50674&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Mo.	Andrea Dreyer :3 S: Dominic Dives :3 S: Franziska Matthes :3 S: Dana Horch :3 S: Janine Liebal :3 S: Susanne Kirchmeyer :3 S: Larissa Barth :3 S: Luise Lubk :3 S: keine öffentliche Person
Fakultät Medien	Applied mathematics & Stochastics (Exercise)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50824&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mo.	Tom Lahmer :3 S: Natalie von Butler :3 S: Zouhour Jaouadi :3 S: Simon Marwitz :3 S: Anastasiia Legatiuk
Fakultät Medien	Aktuelle Arbeitsfelder des Medienmanagements	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51294&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Mi.	Christopher Buschow
Fakultät Bauingenieurwesen	Mechanische Verfahrenstechnik und Baustoffrecycling II	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50827&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	deutsch	Fr.	Christiane Rößler :3 S: Alexander Schnell
Fakultät Bauingenieurwesen	Grundlagen Bauwerksmonitoring	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50944&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	2	missing	Do.	Guido Morgenthal :3 S: keine öffentliche Person :3 S: Sebastian Rau
Fakultät Medien	Introduction to Mechanics	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51730&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	englisch	Do.	Timon Rabczuk :3 S: Sara Torres Achicanoy
Fakultät Architektur und Urbanistik	Ephemere Architektur	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51605&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Fr.	Ulrike Kuch
Fakultät Bauingenieurwesen	Investition, Finanzierung und Unternehmenssteuerung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50914&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	deutsch	Mi.	Hans-Joachim Bargstädt :3 S: Adrian Toschka :3 S: Birgit Bode
Fakultät Architektur und Urbanistik	Methoden der Planungswissenschaften	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50905&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Mo.	Max Welch Guerra
Fakultät Architektur und Urbanistik	Durchdringen_ to go through	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51566&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Do.	Heike Büttner-Hyman :3 S: Clemens Helmke
Fakultät Kunst und Gestaltung	Intro (Einführungsmodul Fachdidaktik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51391&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	1	deutsch	Do.	Andrea Dreyer :3 S: keine öffentliche Person
Fakultät Architektur und Urbanistik	Bachelorkolloquium Professur Stadtplanung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50384&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	2	deutsch	Mo.	Barbara Schönig
Fakultät Medien	Diskurse und Praktiken im Medienmanagement	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51348&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Di.	Matthias Maier
Fakultät Medien	Elektrotechnik und Systemtheorie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51507&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	3	deutsch	Do.	Günther Schatter :3 S: Anton Lammert
Fakultät Medien	Computergrafik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50972&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	3	deutsch/englisch	Do.	Charles Wüthrich :3 S: Gianluca Pandolfo :3 S: Francesco Andreussi
Fakultät Architektur und Urbanistik	Ideal(vs.)Wirklichkeit	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50999&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	8	deutsch	Do.	Andreas Garkisch :3 S: Michael Kraus :3 S: Max Weisthoff :3 S: Claudia Knepper
Fakultät Bauingenieurwesen	Geometrische Modellierung und technische Darstellung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50757&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	missing	missing	Fr.	Kristina Doycheva :3 S: Reinhard Illge :3 S: Daniel Luckey :3 S: Benjamin Burse :3 S: Jens-Uwe Wagner
Fakultät Architektur und Urbanistik	cycling delight	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51468&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Fr.	Larissa Daube :3 S: Jürgen Ruth
Fakultät Medien	Implosionen. Zeit und Selbst in den sozialen Medien	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51319&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Di.	Sebastian Lederle
Fakultät Architektur und Urbanistik	3. Kernmodul: Wohnungsbau	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51449&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch/englisch	Di.	Till Hoffmann :3 S: Hanna Schlösser :3 S: Verena von Beckerath
Fakultät Kunst und Gestaltung	Die Entstehung der Fläche – Textilien und Alltagskultur	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51763&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	6	deutsch	Mo.	Katrin Steiger :3 S: keine öffentliche Person
Fakultät Kunst und Gestaltung	Bachelor-Kolloquium Gestaltung medialer Umgebungen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50653&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	2	deutsch/englisch	Mo.	keine öffentliche Person :3 S: Ursula Damm
Fakultät Medien	Bachelor-Kolloquium Medienökonomik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50396&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	1	deutsch	Di.	Björn Kuchinke
Fakultät Bauingenieurwesen	Brückennachrechnung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50931&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	1	missing	Di.	Matthias Kraus :3 S: Silvio Mämpel
Fakultät Medien	Indiegame Development Lab	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51728&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	10	deutsch/englisch	missing	Charles Wüthrich :3 S: Wolfgang Kissel :3 S: Gianluca Pandolfo
Fakultät Bauingenieurwesen	Grundbau - Teil: Ingenieurgeologie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50862&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	1	deutsch	Mi.	Gunther Aselmeyer
Fakultät Kunst und Gestaltung	Freies Projekt - Bewegtbild - Master	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50387&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	Fr.	Jörn Hintzer :3 S: Jakob Hüfner :3 S: keine öffentliche Person
Fakultät Bauingenieurwesen	Life-lines engineering (Lecture)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50890&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	englisch	Do.	Guido Morgenthal :3 S: Samir Chawdhury :3 S: Tajammal Abbas :3 S: Igor Kavrakov
Fakultät Architektur und Urbanistik	International Case Studies in Transportation	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51397&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	englisch	Mo.	Julius Uhlmann :3 S: Maximilian Rünker :3 S: Uwe Plank-Wiedenbeck :3 S: Philippe Schmidt
missing	Baustoffe für den Holz- und Mauerwerksbau - Holzbaustoffe	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50717&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Mo.	Thomas Baron
Fakultät Architektur und Urbanistik	Green Dreams of Suburbia: Climate Change, Sustainability, the COVID-19 pandemic and Urban Form	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51290&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mi.	Bernhard Stratmann
Fakultät Architektur und Urbanistik	Grundlagen der Gebäudelehre	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51443&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Di.	Hanna Schlösser :3 S: Jessica Christoph :3 S: Verena von Beckerath
Fakultät Kunst und Gestaltung	EinBlick	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50775&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	missing	Jörn Hintzer :3 S: Jakob Hüfner :3 S: Burkhart von Scheven :3 S: Stefanie Schwarz :3 S: Markus Weisbeck :3 S: Birgit Wudtke
Fakultät Medien	Einführung in die Medientheorie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50672&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Mi.	Eva Krivanec :3 S: Manuela Klaut :3 S: Andreas Ziemann :3 S:  N.N. :3 S: Henning Schmidgen :3 S: Bernhard Siegert :3 S: Rudolf Engell :3 S: Simon Frisch :3 S: Jörg Paulus
Fakultät Kunst und Gestaltung	Installationskunst	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51308&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	2	deutsch	Mo.	Thomas Fuchs :3 S: keine öffentliche Person
missing	Kinderuni	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51148&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mi.	missing
Fakultät Kunst und Gestaltung	Master Kolloquium Multimediales Erzählen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50424&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	2	deutsch	Do.	keine öffentliche Person :3 S: Walter Bauer-Wabnegg
Fakultät Kunst und Gestaltung	Exkursionen Filmfestivals	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51704&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Exkursion	missing	deutsch/englisch	missing	keine öffentliche Person :3 S: Nicola Hens
Fakultät Medien	"        L'Abécédaire de Gilles Deleuze - Gilles Deleuze von A bis Z - Einzelansicht        "	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51430&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Fr.	Simon Frisch :3 S: Rudolf Engell
Fakultät Architektur und Urbanistik	1. Kernmodul: Darstellen und Gestalten	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50884&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch	Di.	Martin Schmidt :3 S: Julia Heinemann :3 S: Luise Nerlich :3 S: Sabine Zierold :3 S: Martin Ahner
Fakultät Architektur und Urbanistik	Bauphysik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50910&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	3	deutsch	Do.	Conrad Völker :3 S: Albert Vogel :3 S: Gerd Kiesel :3 S: Hayder Alsaad :3 S: Jörg Arnold
Fakultät Architektur und Urbanistik	Ethnographic methods for spatial studies	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51399&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	missing	Elodie Vittu
Fakultät Architektur und Urbanistik	Brandschutz	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50870&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Mo.	Nicole Wichmann-Sperl :3 S: Gerd Geburtig
Fakultät Architektur und Urbanistik	Deutsch für Geflüchtete (Ma)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51691&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Fr.	Frank Eckardt
Fakultät Kunst und Gestaltung	Graduiertenkolloquium (Ph.D.-Studiengang Art and Design) - Praxis / Theorie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50627&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	1	deutsch/englisch	missing	Alexandra Toland :3 S: Jan Willmann :3 S: Alexander Schwinghammer :3 S:  N.N.
Fakultät Architektur und Urbanistik	Chinese Culture and Society in the Perspective of Urban Development and Architecture	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50907&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mo.	Eduard Kögel
Fakultät Bauingenieurwesen	Einführung in die Bauweisen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50876&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	deutsch	Do.	Matthias Kraus :3 S: Martin Kästner :3 S: Christopher Taube :3 S: María Moscoso Avila
Fakultät Medien	BA/MA-Kolloquium Archiv- und Literaturforschung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50418&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	1	deutsch	missing	Jörg Paulus
Fakultät Medien	Bachelor-Kolloquium Medienmanagement	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50395&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	1	deutsch	Di.	Matthias Maier
Fakultät Kunst und Gestaltung	INKED Grundlagen Farbdesign und Trendscouting	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51756&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	6	deutsch	Mo.	N.N. :3 S: keine öffentliche Person :3 S: Gerrit Babtist
Fakultät Kunst und Gestaltung	Die unerhörte Landschaft - Entwicklung von Audiowalks für das Vogtland	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51528&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	4	deutsch	Mi.	Jason Langheim :3 S: Frederike Moormann :3 S: Leo Bockelmann :3 S: Maria Frölich-Kulik
Fakultät Bauingenieurwesen	Infrastruktur- und Immobilienmanagement	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50275&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	deutsch	missing	Ansgar Bendiek :3 S: Birgit Bode
missing	Instrumentelle Analytik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51599&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	Ulrike Schirmer
Fakultät Architektur und Urbanistik	Moderating Planning Processes	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50934&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Blockveranstaltung	2	englisch	Do.	Tore Dobberstein
Fakultät Kunst und Gestaltung	commercial break - Werbefilme ohne Ware	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51489&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	Mi.	Jörn Hintzer :3 S: Jakob Hüfner :3 S: keine öffentliche Person
Fakultät Bauingenieurwesen	Mathematik III - Stochastik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50810&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	2	deutsch	Di.	Reinhard Illge
Fakultät Kunst und Gestaltung	Freies Projekt - Bewegtbild	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50556&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	Fr.	Jörn Hintzer :3 S: Jakob Hüfner :3 S: keine öffentliche Person
Fakultät Bauingenieurwesen	Mechanik I - technische Mechanik - Vorlesung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50916&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	deutsch	Do.	Volkmar Zabel
Fakultät Architektur und Urbanistik	Denkmalpflege und Heritage Management	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50874&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Di.	Hans-Rudolf Meier :3 S: Kirsten Angermann :3 S: Christine Dörner
missing	Berufungskommission RPRF	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51701&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	Mo.	Barbara Schönig
Fakultät Kunst und Gestaltung	Caravaggio	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51305&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	2	deutsch	Mo.	Thomas Fuchs :3 S: keine öffentliche Person
Fakultät Kunst und Gestaltung	Elektroakustische Musik I	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51552&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	4	deutsch	Mi.	Robert Rehnig
Lehrveranstaltungen der Bauhaus.Module	More than worms: radical composting for urban transformation	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51551&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	6	englisch	missing	N.N. :3 S: Alexandra Toland
missing	Filmabend "Movie Lounge" (Film night "Movie Lounge")	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50886&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	missing
Fakultät Architektur und Urbanistik	Info-Veranstaltung Auslandsstudium und Praktika	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50959&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Informationsveranstaltung	missing	deutsch	Mi.	Bernhard Stratmann :3 S: Andrea Weber :3 S: Evelyn Beyer
