Fakultät	Veranstaltungstitel	Bisonlink	Veranstaltungsart	SWS	Sprache	Tag	Personen
Fakultät Architektur und Urbanistik	25 Jahre Zwischenstadt (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51715&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	deutsch	Mi.	Andreas Garkisch :3 S: Michael Kraus
Fakultät Kunst und Gestaltung	Font Publishing	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51425&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	6	deutsch	Sa.	Stefanie Schwarz :3 S: Lena Vogel :3 S: keine öffentliche Person
Fakultät Medien	Datenbanken	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50983&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	3	deutsch	Do.	Benno Stein :3 S: Matti Wiegmann :3 S: Marcel Gohsen
Fakultät Architektur und Urbanistik	Master-Colloquium	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50433&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	missing	englisch	missing	Lisa Vollmer :3 S:  N.N.
Fakultät Bauingenieurwesen	Einführung in das wissenschaftliche Arbeiten	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50813&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	1	deutsch	missing	Hans-Joachim Bargstädt :3 S: Martina Mellenthin Filardo :3 S: Birgit Bode
Fakultät Bauingenieurwesen	Grundlagen FEM	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50739&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Do.	Timon Rabczuk
Fakultät Medien	Aktuelle Fragen in der nationalen und internationalen Wettbewerbspolitik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51164&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Di.	Björn Kuchinke
Fakultät Architektur und Urbanistik	Informationsveranstaltung MediaArchitecture	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51458&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Informationsveranstaltung	missing	missing	Fr.	Sabine Zierold
Fakultät Architektur und Urbanistik	Forschungskolloquium	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50423&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	missing	deutsch	missing	Hans-Rudolf Meier
Fakultät Kunst und Gestaltung	Klangsprachenentwicklung der elektroakustischen Musik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51557&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	deutsch	Mo.	missing
Fakultät Architektur und Urbanistik	Beratung Internationales Master Architektur	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51777&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	missing	Nicole Wichmann-Sperl
Fakultät Kunst und Gestaltung	Dokumentarische Medien - Dokumentarische Strategien	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51575&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	4	deutsch	Mi.	Alexander Schwinghammer :3 S: keine öffentliche Person
Fakultät Bauingenieurwesen	Großbrücken und Brückendynamik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50932&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	2	missing	Mi.	Guido Morgenthal :3 S: Marcel Helmrich
Fakultät Architektur und Urbanistik	Design with Data: Introduction to visual programming with TouchDesigner	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51699&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	englisch	Mo.	Stefan Kraus :3 S: Reinhard König
Fakultät Architektur und Urbanistik	Allgemeines Bau- und Planungsrecht	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51384&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	deutsch	Fr.	Dogan Yurdakul
Fakultät Bauingenieurwesen	Infrastrukturmanagement	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50732&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Blockveranstaltung	6	deutsch	Sa.	Uwe Arnold :3 S: keine öffentliche Person
missing	Jubiläumsfeier Fak. Medien	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51482&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Tagung	missing	missing	Do.	missing
Fakultät Kunst und Gestaltung	Extra Unruhig - Über progressive Dissonanzen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51530&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	16	deutsch	Di.	Jason Langheim :3 S: Elena Zieser
Lehrveranstaltungen der Bauhaus.Module	mind the step - zwischen Räumen und Menschen (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51485&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Fr.	Cora Groos :3 S: Anton Brokow-Loga :3 S: Ina Weise
Fakultät Architektur und Urbanistik	3. Planungsprojekt: Industrielandschaften. Identitätsstiftung, Erbe, Transformation	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51535&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	8	deutsch	Do.	Hans-Rudolf Meier :3 S: Kirsten Angermann :3 S: Christine Dörner
Fakultät Architektur und Urbanistik	"        EU policies and integrated urban strategies in Europe's urban and regional development - Einzelansicht        "	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50872&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Do.	Karl Eckert
Fakultät Bauingenieurwesen	Mathematik I - Lineare Algebra, Grundlagen der Analysis	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50915&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	deutsch	Fr.	Sebastian Bock
Fakultät Architektur und Urbanistik	In Search of a Pattern That Connects: Gregory Batesons ecological aesthetics and designing within a more than human world (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51313&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch/englisch	missing	Dulmini Perera
Fakultät Kunst und Gestaltung	Audiobaukasten I: Einführung in die Radioproduktion	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51521&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	4	deutsch/englisch	Mo.	Jason Langheim
Fakultät Kunst und Gestaltung	Musik und Technologie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51583&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	4	deutsch	Do.	missing
Fakultät Kunst und Gestaltung	Klangwerkstatt A (BA)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51591&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	16	deutsch/englisch	Di.	Maximilian Marcoll :3 S: Robert Rehnig
Fakultät Kunst und Gestaltung	Kunstwelt	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51785&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	6	deutsch	Mo.	keine öffentliche Person :3 S: Florian Schmidt
Fakultät Medien	4D-SPACE: 4D Scene and Performance Analysis in Collaborative virtual Environments	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51470&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	10	englisch	missing	Bernd Fröhlich :3 S: Adrian Kreskowski :3 S: Gareth Rendle
Fakultät Architektur und Urbanistik	Köln-Ehrenfeld - Zukunft Schrottplatz	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51607&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	8	missing	Do.	Steffen de Rudder :3 S: Pola Koch :3 S: Stefan Signer
missing	Fotoausstellung International Office	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51252&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Ausstellung	missing	missing	missing	missing
Fakultät Bauingenieurwesen	Einführung in die Institutionenökonomik und Infrastrukturwirtschaft“ (EII)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51627&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	2	deutsch	Fr.	Thorsten Beckers :3 S: Paula Heimroth :3 S: Tim Becker :3 S: Birgit Bode
Fakultät Kunst und Gestaltung	Doku Kino	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51459&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Filmsichtung	2	deutsch/englisch	Mo.	Jörn Hintzer :3 S: Nicola Hens :3 S: keine öffentliche Person
Fakultät Bauingenieurwesen	Bachelorprojekt - Technisch-wirtschaftliche Studien	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50754&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	3	deutsch	Fr.	Hans-Joachim Bargstädt :3 S: Martina Mellenthin Filardo :3 S: Birgit Bode
Fakultät Medien	BA/MA-Kolloquium Philosophie audiovisueller Medien	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50630&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	1	deutsch	missing	Jan Völker
missing	Mehr als Bücher: Studieren mit der Universitätsbibliothek	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50711&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	deutsch	Di.	missing
Fakultät Medien	Einführung in die Wettbewerbspolitik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51163&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Di.	Björn Kuchinke
Fakultät Kunst und Gestaltung	Einführung in die Geschichte und Theorie der Visuellen Kommunikation (Wissenschaftsmodul)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50293&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	4	deutsch	Mi.	Alexander Schwinghammer :3 S: keine öffentliche Person
Fakultät Medien	Begleitkurs zur Vorlesung "Weiterführende Grundlagen der Medienökonomik"	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51166&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Mi.	Marie Kohlschreiber
Fakultät Kunst und Gestaltung	Klasse Dahlem / Skulptur, Objekt, Installation	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51784&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	Di.	Björn Dahlem :3 S: Florian Schmidt :3 S: keine öffentliche Person
Fakultät Bauingenieurwesen	nichtlineare FEM	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50761&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Do.	Timon Rabczuk
missing	Energiewirtschaft	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50731&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	deutsch	Di.	Mark Jentsch
Fakultät Bauingenieurwesen	Betondauerhaftigkeit, Sonderbetone	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50545&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Do.	missing
Fakultät Medien	Master-Kolloquium Medienökonomik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50647&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	1	deutsch	Di.	Björn Kuchinke
Fakultät Kunst und Gestaltung	Corporate Diversity	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51671&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch/englisch	Di.	Markus Weisbeck :3 S: Adrian Palko
Lehrveranstaltungen der Bauhaus.Module	Making a Film about Water with Artistic Researchh as Storytelling Methodology	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51432&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Blockveranstaltung	missing	englisch	Fr.	Julia Bee :3 S:  N.N.
Fakultät Kunst und Gestaltung	Aktuelle Kunstgeschichte/n	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51497&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	2	deutsch	Mo.	N.N. :3 S: Alexandra Toland :3 S: keine öffentliche Person
Fakultät Architektur und Urbanistik	Modellieren, Texturieren, Beleuchten mit Cinema 4D	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50593&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	deutsch	Mo.	Andreas Kästner
Lehrveranstaltungen der Bauhaus.Module	Ethnographic methods for spatial studies (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51760&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	missing	Elodie Vittu
Fakultät Medien	Ein Seminar über: Das Seminar von Jacques Lacan, Buch II (1954-1955): Das Ich in der Theorie Freuds und in der Technik der Psychoanalyse	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51285&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Di.	Moritz Hiller
missing	Graduierungskommision	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48675&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mi.	missing
Fakultät Medien	Digitales Marketing	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51662&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Di.	Maria Rauch
Fakultät Kunst und Gestaltung	Freies Projekt - Bild-Text-Konzeption	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50309&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	missing	Burkhart von Scheven :3 S: Masihne Rasuli :3 S: keine öffentliche Person
Fakultät Kunst und Gestaltung	HÄNDE: HALTUNG: HYGIENE: post-pandemic-interactions	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51653&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	Di.	Wolfgang Sattler :3 S: Timm Burkhardt :3 S: Kristian Gohlke :3 S: keine öffentliche Person
Fakultät Kunst und Gestaltung	Lecture Series Digital Culture 1:  An Introduction to the Design Professions	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51431&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Mo.	Jan Willmann :3 S: Michael Braun :3 S: keine öffentliche Person
Fakultät Architektur und Urbanistik	Kartierung eines Ortes und Fundus (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51354&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch/englisch	Mi.	Jose Gutierrez :3 S: Steve Liem :3 S: Lorenz Kirchner :3 S: Juliane Steffen
Fakultät Bauingenieurwesen	Hydromechanik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50265&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	2	deutsch	Mi.	Jörg Londong :3 S: keine öffentliche Person :3 S: Ralf Englert
missing	Arabisch 3 (A 2.1)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50472&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kurs	3	missing	missing	keine öffentliche Person
Fakultät Bauingenieurwesen	Bauweisen des Konstruktiven Ingenieurbaus I -  Konstruktionen des Holz- und Mauerwerksbaus (Nachhaltiges Bauen)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50875&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	missing	Di.	Martin Kästner :3 S: Hans-Georg Timmler :3 S: Sebastian Rau
Fakultät Bauingenieurwesen	Geometrische Modellierung und technische Darstellung - Darstellende Geometrie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50776&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	missing	deutsch	Fr.	Reinhard Illge
Fakultät Kunst und Gestaltung	Graduiertenkolloquium: Lab Talks	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51438&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	2	deutsch/englisch	missing	Jan Willmann
missing	Baustoffprüfung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51481&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mo.	missing
Fakultät Architektur und Urbanistik	Campus 4 Seasons  - Freiraum Pavillon	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51606&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	deutsch	Fr.	Steffen de Rudder
Fakultät Architektur und Urbanistik	5. Kernmodul: KlimaLAND Werther	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51463&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch	Do.	Sigrun Langner :3 S: Pia Müller :3 S: Atidh Langbein
Fakultät Architektur und Urbanistik	Exkursion München-Venedig	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51569&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Blockveranstaltung	2	deutsch/englisch	missing	Verena von Beckerath
Fakultät Architektur und Urbanistik	Die Hölle. Ein Entwurf für den Anderen Ort.	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51347&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	8	deutsch/englisch	Mi.	Fritz Barth :3 S: Juliane Steffen
Fakultät Kunst und Gestaltung	Master-Kolloquium Gestaltung medialer Umgebungen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50399&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	2	englisch	Mo.	keine öffentliche Person :3 S: Ursula Damm
Fakultät Architektur und Urbanistik	Contemporary Theories of the Urban: From Planetary Urbanization to Southern Urbanism	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51387&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Di.	Johann Schwind
Fakultät Bauingenieurwesen	Baudynamik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50685&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	missing	Do.	Volkmar Zabel :3 S: Fabiola Tartaglione Garcia :3 S: Marcelo Bianco :3 S: Sushma . :3 S: Sara Torres Achicanoy
missing	Folgetermin "Bauhaus.Factory" Kanzler	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51586&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	Fr.	Celine Teichmann
Fakultät Medien	Bachelor-Kolloquium Marketing und Medien	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50380&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	1	deutsch	Di.	Jutta Emes
Fakultät Architektur und Urbanistik	Geschichte und Theorie der räumlichen Planung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50700&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Mo.	Max Welch Guerra
Fakultät Kunst und Gestaltung	Animation basics II	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51793&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	4	deutsch/englisch	missing	keine öffentliche Person :3 S: Franka Sachse
Fakultät Architektur und Urbanistik	Einführungskurs	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50771&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Blockveranstaltung	2	deutsch	missing	Roy Müller :3 S: Hagen Höllering :3 S: Martin Schmidt :3 S: Julia Heinemann :3 S: Martin Ahner :3 S: Luise Nerlich :3 S: Sabine Zierold
Fakultät Medien	Empirische Marktforschung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51368&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Do.	Jutta Emes
missing	Dienstberatung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51656&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Ausstellung	missing	deutsch	Fr.	Andrea Osburg
Fakultät Architektur und Urbanistik	Geschichte und Theorie der räumlichen Planung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50274&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Do.	Max Welch Guerra
Fakultät Architektur und Urbanistik	Allgemeines Bau- und Planungsrecht	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51737&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	deutsch	Fr.	Dogan Yurdakul
Fakultät Medien	Fallstudien zur Kulturalisierung von Wirtschaft und Gesellschaft	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51374&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Mi.	Matthias Maier
Fakultät Bauingenieurwesen	Materialkorrossion und -alterung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50550&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Do.	missing
Fakultät Architektur und Urbanistik	Info-Veranstaltung Semesterprojekte Architektur/ MediaArchitecture	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51452&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Informationsveranstaltung	missing	missing	Mo.	Nicole Wichmann-Sperl
Fakultät Medien	Applied Finite element methods  (Lecture)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50881&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Do.	Timon Rabczuk
Fakultät Medien	Guattaris mediale Maschinen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51346&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Mo.	Henning Schmidgen
Fakultät Medien	Film-Konzepte 1	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51274&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Mi.	Rudolf Engell
Fakultät Architektur und Urbanistik	Einführung in die Stadt- und Regionalplanung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51739&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Mo.	Barbara Schönig
Fakultät Architektur und Urbanistik	Instrumente und Verfahren der Landesplanung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50906&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Fr.	N.N. :3 S: Max Welch Guerra
Fakultät Medien	Multivariate Analysemethoden	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51369&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Di.	Timo Janson
Fakultät Architektur und Urbanistik	Die Bebaubarkeit von Grundstuecken - Rechtliche Vorgaben durch Bauplanungsrecht	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50904&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Blockveranstaltung	2	missing	Fr.	Nicole Wichmann-Sperl :3 S: Martin Lailach
Fakultät Architektur und Urbanistik	Die unerhörte Landschaft - Entwicklung von Audiowalks für das Vogtland	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51472&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	deutsch	Mi.	Leo Bockelmann :3 S: Maria Frölich-Kulik :3 S: Jason Langheim :3 S: Frederike Moormann
