Fakultät	Veranstaltungstitel	Bisonlink	Veranstaltungsart	SWS	Sprache	Tag	Personen
Fakultät Bauingenieurwesen	Prüfung: Ressourcen und Recycling - Holzbaustoffe	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=52365&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Do.	Fakultät Bauingenieurwesen,Thomas Baron
Fakultät Bauingenieurwesen	Prüfung: Ressourcen und Recycling - Natursteinkunde, Mechanische Verfahrenstechnik und Baustoffrecycling	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=52364&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Di.	Fakultät Bauingenieurwesen,Holger Kletti
Fakultät Bauingenieurwesen	Umweltchemie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50922&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	2	deutsch	Do.	Fakultät Bauingenieurwesen,Jens Schneider
Fakultät Bauingenieurwesen	Prüfung: Baustoffprüfung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50612&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Mo.	Fakultät Bauingenieurwesen,Andrea Osburg
Fakultät Bauingenieurwesen	Prüfung: Chemie - Chemie für Ingenieure	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50585&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Fr.	Fakultät Bauingenieurwesen,Jens Schneider
Fakultät Bauingenieurwesen	Testat: Baustoffkunde - Baustoffkenngrößen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50602&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Fr.	Fakultät Bauingenieurwesen,keine öffentliche Person
Fakultät Bauingenieurwesen	Prüfung: Naturwissenschaftliche Grundlagen I - Bauchemie bzw.Chemie - Bauchemie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50356&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Do.	Fakultät Bauingenieurwesen,Jens Schneider
Fakultät Bauingenieurwesen	Prüfung: Naturwissenschaftliche Grundlagen I - Bauchemie bzw.Chemie - Bauchemie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50356&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Do.	Fakultät Bauingenieurwesen,Jens Schneider
Fakultät Architektur und Urbanistik	Wissenschaftliches Arbeiten	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51001&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Mi.	Fakultät Architektur und Urbanistik,Julia von Mende
Fakultät Architektur und Urbanistik	Grundlagen der Bauwirtschaft	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=53434&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Do.	Gewährleistungsbereich,Alexandra Pommer
Fakultät Architektur und Urbanistik	Öffentliche Bauten (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50597&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch/englisch	Do.	missing,Karl-Heinz Schmitz
Fakultät Architektur und Urbanistik	Deutsch für Geflüchtete (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51692&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Fr.	Fakultät Architektur und Urbanistik,Frank Eckardt
Fakultät Architektur und Urbanistik	Freies Projekt / Freier Entwurf Denkmalpflege (Ma)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50486&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	8	deutsch	Do.	Fakultät Architektur und Urbanistik,Hans-Rudolf Meier
Fakultät Architektur und Urbanistik	Deutsch für Geflüchtete (Ma)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51691&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Fr.	Fakultät Architektur und Urbanistik,Frank Eckardt
Fakultät Architektur und Urbanistik	Baukonstruktion-Grundlagen (Vorlesung) - WiSe	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50262&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Di.	Fakultät Architektur und Urbanistik,Johannes Kühn
Fakultät Architektur und Urbanistik	Tragwerkslehre - Modul I	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50935&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	deutsch	Di.	Fakultät Bauingenieurwesen,Jürgen Ruth :3 S: Fakultät Architektur und Urbanistik,Katrin Linne
Fakultät Architektur und Urbanistik	Tragwerkslehre - Modul II	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=53436&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Di.	Fakultät Architektur und Urbanistik,Katrin Linne
Fakultät Architektur und Urbanistik	Projektentwicklung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50279&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	2	deutsch	Mi.	Fakultät Architektur und Urbanistik,Bernd Nentwig :3 S: Gewährleistungsbereich,Alexandra Pommer
Fakultät Architektur und Urbanistik	Überörtliche Planung und Ökonomie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50987&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Di.	<img alt=BISON-Portal border=0 high=68 src=/QIS/images/bison.jpg width=150/>, N.N. :3 S: Fakultät Architektur und Urbanistik,Max Welch Guerra
Fakultät Architektur und Urbanistik	Umweltplanung/ Umweltschutz	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50988&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Fr.	Fakultät Architektur und Urbanistik,Joachim Hartlik :3 S: Fakultät Architektur und Urbanistik,Sigrun Langner
Fakultät Architektur und Urbanistik	Stadt- und Landschaftsökologie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50835&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Di.	Fakultät Architektur und Urbanistik,Sigrun Langner :3 S: Fakultät Architektur und Urbanistik,Pia Müller
Fakultät Architektur und Urbanistik	Methoden der Planungswissenschaften	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50905&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Mo.	Fakultät Architektur und Urbanistik,Max Welch Guerra
Fakultät Architektur und Urbanistik	Wohnungspolitik und Stadtentwicklung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50989&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Mi.	Fakultät Architektur und Urbanistik,Max Welch Guerra
Fakultät Architektur und Urbanistik	Geschichte und Theorie der räumlichen Planung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50274&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Di.	Fakultät Architektur und Urbanistik,Max Welch Guerra
Fakultät Architektur und Urbanistik	Geschichte und Theorie der modernen Architektur	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51742&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Do.	Fakultät Architektur und Urbanistik,Jasper Cepl
Fakultät Architektur und Urbanistik	Bauphysikalisches Kolloquium (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49797&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	deutsch	Di.	Fakultät Bauingenieurwesen,Conrad Völker
Fakultät Architektur und Urbanistik	Bachelorkolloquium Professur Stadtplanung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50384&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	2	deutsch	Mo.	Fakultät Architektur und Urbanistik,Barbara Schönig
Fakultät Architektur und Urbanistik	Bauphysikalisches Kolloquium	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50382&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	2	deutsch	Di.	Fakultät Bauingenieurwesen,Conrad Völker
Fakultät Architektur und Urbanistik	Freies Projekt - StadtArchitektur	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50631&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	8	deutsch	Do.	Fakultät Architektur und Urbanistik,Andreas Garkisch
Fakultät Architektur und Urbanistik	Brandschutz	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50870&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Fr.	Fakultät Architektur und Urbanistik,Nicole Wichmann-Sperl :3 S: Fakultät Architektur und Urbanistik,Gerd Geburtig
Fakultät Architektur und Urbanistik	Urban Development and Design	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50866&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Di.	Fakultät Architektur und Urbanistik,Bernd Nentwig :3 S: Fakultät Architektur und Urbanistik,Philippe Schmidt :3 S: <img alt=BISON-Portal border=0 high=68 src=/QIS/images/bison.jpg width=150/>, N.N.
Fakultät Architektur und Urbanistik	Real Estate Development - Lecture	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50942&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Di.	Fakultät Architektur und Urbanistik,Bernd Nentwig
Fakultät Architektur und Urbanistik	Bauhaus-Gespräche / Einführungskurs Master Architektur	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50836&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch/englisch	Mi.	Fakultät Architektur und Urbanistik,Jörg Springer :3 S: Fakultät Architektur und Urbanistik,Bernd Rudolf :3 S: Fakultät Architektur und Urbanistik,Johannes Kühn :3 S: Fakultät Architektur und Urbanistik,Jose Gutierrez :3 S: Fakultät Architektur und Urbanistik,Verena von Beckerath :3 S: Fakultät Architektur und Urbanistik,Heike Büttner-Hyman :3 S: Fakultät Bauingenieurwesen,Juliane Steffen :3 S: Fakultät Architektur und Urbanistik,Fritz Barth
Fakultät Architektur und Urbanistik	Research in Urban Design and Urban Planning	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50936&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Mo.	Fakultät Architektur und Urbanistik,Barbara Schönig :3 S: Fakultät Architektur und Urbanistik,Steffen de Rudder :3 S: Fakultät Architektur und Urbanistik,Sigrun Langner
Fakultät Architektur und Urbanistik	Allgemeines Bau- und Planungsrecht	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51737&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	deutsch	Di.	Fakultät Architektur und Urbanistik,Dogan Yurdakul
Fakultät Architektur und Urbanistik	Verschoben SoSe 2022 - Instrumente und Verfahren der Landesplanung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50906&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	missing	<img alt=BISON-Portal border=0 high=68 src=/QIS/images/bison.jpg width=150/>, N.N. :3 S: Fakultät Architektur und Urbanistik,Max Welch Guerra
Fakultät Architektur und Urbanistik	Parametric Building Information Modeling	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51680&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Di.	Fakultät Architektur und Urbanistik,Olaf Kammler :3 S: Fakultät Architektur und Urbanistik,Sven Schneider
Fakultät Architektur und Urbanistik	Computational Methods for User-Centered Architectural Design	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51681&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Di.	Fakultät Architektur und Urbanistik,Sven Schneider :3 S: Fakultät Architektur und Urbanistik,Ekaterina Fuchkina
Fakultät Architektur und Urbanistik	Parametric Urban Design and Analysis	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51682&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mi.	Fakultät Architektur und Urbanistik,Sven Schneider :3 S: Fakultät Architektur und Urbanistik,Abdulmalik Abdulmawla :3 S: Fakultät Architektur und Urbanistik,Ekaterina Fuchkina
Fakultät Architektur und Urbanistik	Introduction to European Cities	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51446&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mi.	Fakultät Architektur und Urbanistik,Daniela Zupan
Fakultät Architektur und Urbanistik	Einführung in die Stadt- und Regionalplanung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51739&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Mo.	Fakultät Architektur und Urbanistik,Barbara Schönig
Fakultät Architektur und Urbanistik	Freies Projekt - Konstruktives Entwerfen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50398&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	8	missing	Do.	Fakultät Architektur und Urbanistik,Katrin Linne :3 S: Fakultät Bauingenieurwesen,Jürgen Ruth
Fakultät Architektur und Urbanistik	Academic Skills	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50871&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	englisch	Di.	Fakultät Architektur und Urbanistik,Nicole Baron
Fakultät Architektur und Urbanistik	Research Methods I	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50991&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	englisch	Di.	Fakultät Architektur und Urbanistik,Lisa Vollmer
Fakultät Architektur und Urbanistik	Guided Research Project - Report	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=52144&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Begleitveranstaltung zum Praxissemester	missing	missing	Do.	Fakultät Architektur und Urbanistik,Elodie Vittu
Fakultät Architektur und Urbanistik	Chinese Culture and Society in the Perspective of Urban Development and Architecture	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50907&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mo.	Fakultät Architektur und Urbanistik,Eduard Kögel
Fakultät Architektur und Urbanistik	Introduction to Study Project	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50867&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Do.	Fakultät Architektur und Urbanistik,Reinhard König
Fakultät Architektur und Urbanistik	Moderating Planning Processes	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50934&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Blockveranstaltung	2	englisch	Do.	Fakultät Architektur und Urbanistik,Tore Dobberstein
Fakultät Architektur und Urbanistik	Reflective Urban Practice: Model Project Preparatory Course	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50933&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mi.	Fakultät Architektur und Urbanistik,Philippe Schmidt
Fakultät Architektur und Urbanistik	Geschichte der Stadt und des Städtebaus	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50938&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	missing	Mi.	Fakultät Architektur und Urbanistik,Steffen de Rudder :3 S: Fakultät Architektur und Urbanistik,Andreas Garkisch
Fakultät Architektur und Urbanistik	Computational Design Methods (CDM)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=53837&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	englisch	Mi.	Fakultät Architektur und Urbanistik,Reinhard König
Fakultät Architektur und Urbanistik	Urban Modeling and Simulation (UMS) - Introduction	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51698&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mi.	Fakultät Architektur und Urbanistik,Reinhard König
Fakultät Bauingenieurwesen	Stadttechnik Wasser	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50939&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Di.	Fakultät Bauingenieurwesen,Jörg Londong :3 S: Fakultät Bauingenieurwesen,Ralf Englert
Fakultät Architektur und Urbanistik	European Cities	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51447&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Di.	Fakultät Architektur und Urbanistik,Daniela Zupan
Fakultät Architektur und Urbanistik	Bau-/Praxisseminar GropiusZimmerPavillon (GZP)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=52110&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	deutsch	Fr.	Fakultät Architektur und Urbanistik,Julia Heinemann
Fakultät Architektur und Urbanistik	Bau-/Praxisseminar GropiusZimmerPavillon (GZP) (Ma)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=52111&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	deutsch	Fr.	Fakultät Architektur und Urbanistik,Julia Heinemann
Fakultät Architektur und Urbanistik	Freies Projekt Städtebau 1	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=52172&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul/Projekt	8	missing	Mo.	Fakultät Architektur und Urbanistik,Steffen de Rudder
Fakultät Architektur und Urbanistik	Die Hölle. Ein Entwurf für den Anderen Ort.	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51347&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	8	deutsch/englisch	Mi.	Fakultät Architektur und Urbanistik,Fritz Barth :3 S: Fakultät Bauingenieurwesen,Juliane Steffen
Fakultät Architektur und Urbanistik	Architektur wahrnehmen - Part 1	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51338&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	deutsch	Mi.	Fakultät Architektur und Urbanistik,Alexandra Abel
Fakultät Architektur und Urbanistik	Architektur wahrnehmen - Part 2	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51337&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	deutsch	Mo.	Fakultät Architektur und Urbanistik,Alexandra Abel
Fakultät Architektur und Urbanistik	Klimalabor Ackerbürgerscheune	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51786&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	8	missing	Do.	Fakultät Bauingenieurwesen,Conrad Völker
Fakultät Architektur und Urbanistik	Green Dreams of Suburbia: Climate Change, Sustainability, the COVID-19 pandemic and Urban Form	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51290&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mi.	Fakultät Architektur und Urbanistik,Bernhard Stratmann
Fakultät Architektur und Urbanistik	Freies Seminar Raumgestaltung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=52055&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	missing	Mi.	Fakultät Architektur und Urbanistik,Jose Gutierrez
Fakultät Architektur und Urbanistik	Grundlagen der Gebäudelehre	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51444&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Di.	Fakultät Architektur und Urbanistik,Verena von Beckerath :3 S: Fakultät Architektur und Urbanistik,Jessica Christoph :3 S: Fakultät Architektur und Urbanistik,Hanna Schlösser
Fakultät Architektur und Urbanistik	Computational Methods for User-Centered Architectural Design Advanced	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51141&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	missing	Di.	Fakultät Architektur und Urbanistik,Sven Schneider
Fakultät Architektur und Urbanistik	"        EU policies and integrated urban strategies in Europe's urban and regional development - Einzelansicht        "	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50872&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Do.	Fakultät Architektur und Urbanistik,Karl Eckert
Fakultät Architektur und Urbanistik	GIS for Integrated Urban Development	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51542&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mo.	Fakultät Architektur und Urbanistik,Mohammed Abdelaziz Ibrahim Mousa
