Fakultät	Veranstaltungstitel	Bisonlink	Veranstaltungsart	SWS	Sprache	Tag	Personen
Fakultät Medien	Virtual Reality	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46832&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	3	englisch	Fr.	Fakultät Medien,Bernd Fröhlich :3 S: Fakultät Medien,Clara Bimberg :3 S: Fakultät Medien,Ephraim Schott :3 S: Fakultät Medien,Sebastian Stickert :3 S: Fakultät Medien,Tim Weißker :3 S: Fakultät Medien,André Kunert :3 S: Fakultät Kunst und Gestaltung,Alexander Kulik
missing	Kooperatitionsvereinbarung WBA	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48632&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Fr.	missing
Fakultät Bauingenieurwesen	Verkehrsplanung: Teil Methoden der Verkehrsplanung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46977&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	2	deutsch	Di.	Fakultät Bauingenieurwesen,Fabian Post :3 S: missing,Nadja Seiler :3 S: Fakultät Bauingenieurwesen,Julius Uhlmann :3 S: Fakultät Bauingenieurwesen,Uwe Plank-Wiedenbeck
Fakultät Kunst und Gestaltung	Verwaltungstreffen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48104&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	missing
Fakultät Architektur und Urbanistik	Exkursion / Ortsbesichtigung 19.-20.11.2020  Frankfurt a.M.	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48063&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Exkursion	missing	deutsch/englisch	missing	Fakultät Architektur und Urbanistik,keine öffentliche Person :3 S: Fakultät Architektur und Urbanistik,Clemens Helmke :3 S: Fakultät Architektur und Urbanistik,Heike Büttner-Hyman :3 S: Fakultät Architektur und Urbanistik,Daniel Guischard :3 S: missing,Laura Stroszeck
Fakultät Medien	Mobile Information Visualization	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47589&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	10	deutsch/englisch	missing	Fakultät Medien,Joshua Reibert :3 S: Fakultät Medien,Bernd Fröhlich
missing	Spanisch 4 (A 2.2)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47242&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kurs	3	missing	Mi.	Zentrale Einrichtungen,Maria Perez Hernandez
Fakultät Bauingenieurwesen	Applied Structural Dynamics (Lecture)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46936&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Do.	Fakultät Bauingenieurwesen,Volkmar Zabel
Fakultät Bauingenieurwesen	Betondauerhaftigkeit, Sonderbetone	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47282&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Do.	Fakultät Bauingenieurwesen,keine öffentliche Person :3 S: Fakultät Bauingenieurwesen,Karsten Siewert :3 S: Fakultät Bauingenieurwesen,Frank Bellmann
missing	Statik I	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49562&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Mo.	missing
Fakultät Bauingenieurwesen	WW 01 - Vermessungskunde	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47683&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kurs	1	missing	missing	Fakultät Bauingenieurwesen,keine öffentliche Person :3 S: Fakultät Bauingenieurwesen,keine öffentliche Person
Fakultät Architektur und Urbanistik	Disputation Resetnikova	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48783&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Präsentation	missing	missing	Fr.	Fakultät Architektur und Urbanistik,Cornelia Unglaub
Fakultät Kunst und Gestaltung	Life is Very Good	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47281&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	6	deutsch	Do.	missing,Philotheus Nisch :3 S: missing,keine öffentliche Person
Fakultät Kunst und Gestaltung	Introduction to Microscopy	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47747&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	deutsch/englisch	Mo.	Fakultät Kunst und Gestaltung,Julian Chollet :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Architektur und Urbanistik	perma.change – performative Architektonik_Part 2	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47919&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	deutsch	missing	Fakultät Architektur und Urbanistik,Luise Nerlich
Fakultät Bauingenieurwesen	Prüfung:  Investition, Finanzierung und Unternehmenssteuerung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49488&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Fr.	Fakultät Bauingenieurwesen,Hans-Joachim Bargstädt
Fakultät Kunst und Gestaltung	Listening (Cultures)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47912&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	16	deutsch	Di.	Fakultät Kunst und Gestaltung,Nathalie Singer :3 S: Fakultät Kunst und Gestaltung,Jason Langheim :3 S: Fakultät Kunst und Gestaltung,Frederike Moormann :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
missing	NHE	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48712&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mi.	Fakultät Bauingenieurwesen,Silke Beinersdorf
Fakultät Kunst und Gestaltung	Tonstudiotechnik und Akustik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48176&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	deutsch	Do.	Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Medien	Soziologische Zeitdiagnosen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47559&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Mo.	Fakultät Medien,Andreas Ziemann
missing	Disputation Harirchian	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49737&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	missing
Fakultät Kunst und Gestaltung	Freie Projekte Typografie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47301&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	Fr.	Fakultät Kunst und Gestaltung,Stefanie Schwarz :3 S: Fakultät Kunst und Gestaltung,Ricarda Löser
Fakultät Medien	Bachelor-Kolloquium Medienmanagement	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47100&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	1	deutsch	Do.	Fakultät Medien,Matthias Maier
Fakultät Architektur und Urbanistik	Neue Natur im Park an der Ilm	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47989&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	englisch	Do.	Fakultät Architektur und Urbanistik,Sabine Zierold :3 S: Fakultät Architektur und Urbanistik,Reinhard König :3 S: Fakultät Architektur und Urbanistik,Bernd Rudolf :3 S: Fakultät Architektur und Urbanistik,Andreas Kästner
Fakultät Bauingenieurwesen	Prüfung: Grundlagen Statik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48251&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Di.	Fakultät Bauingenieurwesen,Jürgen Ruth
missing	reserviert Dr. Hoyer	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48686&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	Do.	missing
Fakultät Architektur und Urbanistik	5. Kernmodul: Freier Entwurf an der Professur Konstruktives Entwerfen und Tragwerkslehre	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47859&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	missing	Do.	Fakultät Bauingenieurwesen,Jürgen Ruth :3 S: Fakultät Architektur und Urbanistik,Katrin Linne :3 S: Fakultät Architektur und Urbanistik,Katharina Elert :3 S: Fakultät Bauingenieurwesen,Larissa Daube :3 S: Fakultät Architektur und Urbanistik,Hansjörg Lehmkuhl
missing	Japanisch 1 (A 1.1)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47208&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kurs	3	missing	Mo.	missing,keine öffentliche Person
Fakultät Kunst und Gestaltung	SUSTAIN: Umwelt(en) und Nachhaltigkeit(en) Teil 1	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48187&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vortrag	1	deutsch	Do.	Fakultät Kunst und Gestaltung,Alexander Schwinghammer
missing	Workshop Bauhaus-Gastprofessur	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48690&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Ausstellung	missing	missing	Mi.	missing
Fakultät Kunst und Gestaltung	Veranstaltung zum Projekt - Katrin Krupka / Susann Paduch	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48644&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	missing	missing	Mo.	missing
missing	Graduierungsfeier A&U	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48716&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mo.	missing
Fakultät Bauingenieurwesen	Infrastruktur- und Immobilienmanagement	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48320&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	deutsch	Sa.	missing,Ansgar Bendiek :3 S: Fakultät Bauingenieurwesen,Birgit Bode
Fakultät Bauingenieurwesen	Baustoffprüfung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47031&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	4	deutsch	Mo.	Fakultät Bauingenieurwesen,Ulrike Schirmer :3 S: Fakultät Bauingenieurwesen,Alexander Flohr
missing	Infoveranstaltung für int. Austauschstudierende	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48153&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Tagung	missing	missing	Fr.	missing
Fakultät Bauingenieurwesen	Prüfung: Bauleitung im Bestand / Bauen im Bestand	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49485&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Mo.	Fakultät Bauingenieurwesen,Hans-Joachim Bargstädt :3 S: Fakultät Bauingenieurwesen,Martina Mellenthin Filardo :3 S: missing,Tino Walther :3 S: Fakultät Bauingenieurwesen,Birgit Bode
Fakultät Architektur und Urbanistik	"        'Critical Ecology' Matters:  An Interactive Card-kit Introducing Tomás Maldonado's Work (Ma) - Einzelansicht        "	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47850&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Fr.	Fakultät Architektur und Urbanistik,Dulmini Perera
missing	Wissenschaftstag: Posterwettbewerb und Elevator-Pitch	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46924&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	deutsch/englisch	Mi.	Fakultätsübergreifende Einrichtungen,Ute Mai :3 S: Fakultätsübergreifende Einrichtungen,Franziska Matthes :3 S: Fakultätsübergreifende Einrichtungen,Marion Hensel
Fakultät Architektur und Urbanistik	Professor Meier	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48696&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	Mi.	missing
Fakultät Architektur und Urbanistik	5. Kernmodul: "unseen_Undeclared"	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48040&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch/englisch	Fr.	Fakultät Architektur und Urbanistik,Clemens Helmke :3 S: Fakultät Architektur und Urbanistik,Heike Büttner-Hyman :3 S: missing,Laura Stroszeck :3 S: missing,keine öffentliche Person :3 S: Fakultät Architektur und Urbanistik,Daniel Guischard
Fakultät Architektur und Urbanistik	Mind, Body, and Everything in Between: Implementing mindfulness in public performance _ Part 2	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48288&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mo.	Fakultät Architektur und Urbanistik,Martin Schmidt :3 S: Fakultät Architektur und Urbanistik,Milad Rezaei
Fakultät Medien	Computer Models for Physical Processes - from observation to simulation	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47715&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	englisch	Fr.	Fakultät Bauingenieurwesen,Carsten Könke :3 S: Fakultät Bauingenieurwesen,Christin Zacharias :3 S: Fakultät Bauingenieurwesen,Fabiola Tartaglione Garcia
Fakultät Medien	Diskrete Strukturen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46843&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	deutsch	Fr.	Fakultät Medien,Stefan Lucks :3 S: Fakultät Medien,Jannis Boßert
Fakultät Medien	Epistemologie der Störung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47541&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Plenum	4	deutsch	Do.	Fakultät Medien,Bernhard Siegert
missing	Dienstberatung Bauphysik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48418&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Di.	missing
Fakultät Medien	Masterverteidigung J. F. Eick (Computer Science for Digital Media)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48651&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Di.	Fakultät Medien,Volker Rodehorst :3 S: Fakultät Medien,Andreas Jakoby
missing	Immatirkulationsfeier / Welcome ceremony	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46755&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Feier	missing	deutsch	Do.	missing
missing	Präsidium	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49719&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Tagung	missing	missing	missing	missing
Fakultät Kunst und Gestaltung	Manufacturing the Past: Art After History / On Memory Culture in the Age of Post-History	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48017&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	2	englisch	Do.	Fakultät Kunst und Gestaltung,Boris Buden :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Bauingenieurwesen	Geometrische Modellierung und technische Darstellung - CAD-Zusatzübung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48660&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	missing	missing	Di.	Fakultät Bauingenieurwesen,Kristina Doycheva :3 S: Fakultät Bauingenieurwesen,Daniel Luckey :3 S: Fakultät Bauingenieurwesen,Maria Steiner
Fakultät Kunst und Gestaltung	Freies Projekt - Bild-Text-Konzeption	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47308&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	Fr.	Fakultät Kunst und Gestaltung,Burkhart von Scheven :3 S: Fakultät Kunst und Gestaltung,Masihne Rasuli
Fakultät Kunst und Gestaltung	THE TROUBLE WITH HISTORY. Art, Memory, Monuments	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48015&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	missing	englisch	Mi.	Fakultät Kunst und Gestaltung,Danica Dakic-Trogemann :3 S: Fakultät Kunst und Gestaltung,Ina Weise :3 S: Fakultät Kunst und Gestaltung,Raul Walch :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Architektur und Urbanistik	Städtebauliche Positionen (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49493&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Mi.	Fakultät Architektur und Urbanistik,Sigrun Langner
Fakultät Bauingenieurwesen	Materialwissenschaft	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48805&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Fr.	Fakultät Bauingenieurwesen,Frank Bellmann :3 S: Fakultät Bauingenieurwesen,Jens Schneider
Fakultät Kunst und Gestaltung	Intro (Einführungsmodul Fachdidaktik)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47836&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	1	deutsch	Do.	Fakultät Kunst und Gestaltung,Andrea Dreyer :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Bauingenieurwesen	Prüfung: Rechtsfragen PPP (Wdh.)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49684&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Di.	missing,Heiko Höfler :3 S: Fakultät Bauingenieurwesen,Martina Mellenthin Filardo :3 S: Fakultät Bauingenieurwesen,Birgit Bode
Fakultät Architektur und Urbanistik	Freies Seminar zum Freien Entwurf (Ma)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48775&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	missing	missing	Fakultät Architektur und Urbanistik,Marie-Theres Weiß :3 S: Fakultät Architektur und Urbanistik,Robert Ochsenfarth :3 S: Fakultät Architektur und Urbanistik,Johannes Kühn
missing	Disputation W. Höhne	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47720&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	missing
Fakultät Kunst und Gestaltung	Vorprüfung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47749&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	missing	deutsch/englisch	Mo.	Fakultät Kunst und Gestaltung,Alexandra Toland :3 S: Fakultät Kunst und Gestaltung,Jan Willmann :3 S: Fakultät Kunst und Gestaltung,Alexander Schwinghammer :3 S: Fakultät Kunst und Gestaltung,Boris Buden
Fakultät Architektur und Urbanistik	Sitzung der Berufungskommission "Stadt Raum Entwerfen"	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47643&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	missing	missing
Fakultät Architektur und Urbanistik	Grundlagen der Gebäudelehre: Wie zusammen leben – Leipziger Allerlei	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47986&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Di.	Fakultät Architektur und Urbanistik,Jessica Christoph :3 S: Fakultät Architektur und Urbanistik,Verena von Beckerath :3 S: Fakultät Architektur und Urbanistik,Till Hoffmann :3 S: Fakultät Architektur und Urbanistik,Hanna Schlösser
Fakultät Bauingenieurwesen	Financial Modelling	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46855&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	1	deutsch/englisch	Sa.	missing,Ansgar Bendiek :3 S: Fakultät Bauingenieurwesen,Andrea Lück
Fakultät Architektur und Urbanistik	Einführungswoche allgemein - AU	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48444&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	missing
Fakultät Kunst und Gestaltung	Public Art Writing & Other Oddities	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48018&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	missing	englisch	Mo.	Fakultät Kunst und Gestaltung,Ina Weise :3 S: Fakultät Kunst und Gestaltung,Raul Walch :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
missing	Studieren an einer internationalen Hochschule / Study at an international University	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46761&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Informationsveranstaltung	missing	missing	Do.	missing
missing	Welcome Week	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47833&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mi.	Fakultät Architektur und Urbanistik,Susan Schür
Fakultät Architektur und Urbanistik	Personalrat	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50039&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	Do.	Zentrale Einrichtungen,Alexandra Pommer
Fakultät Architektur und Urbanistik	Urban and Agrarian Perspectives on the New Land Question(s)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47757&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Mo.	Fakultät Architektur und Urbanistik,Johann Schwind
missing	Bachelor-Verteidigung SHB	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48617&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mi.	missing
Fakultät Architektur und Urbanistik	Mind, Body, and Everything in Between_Part 1	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48060&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	englisch	Mo.	Fakultät Architektur und Urbanistik,Martin Schmidt :3 S: Fakultät Architektur und Urbanistik,Milad Rezaei
Fakultät Medien	Das Ereignis und das Reale. Zizek lesen, sehen und hören	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47600&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Mo.	Fakultät Medien,Sebastian Lederle
Fakultät Kunst und Gestaltung	Masterverteidigung: Yi Sitong	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48238&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Präsentation	missing	missing	Mo.	Fakultät Kunst und Gestaltung,Wolfgang Sattler :3 S: Fakultät Kunst und Gestaltung,Johannes Lang
missing	Bauhaus.MobilityLab	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48700&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Di.	Fakultät Bauingenieurwesen,Maximilian Wunsch
Fakultät Kunst und Gestaltung	Animation Advanced	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48134&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	deutsch	Di.	Fakultät Kunst und Gestaltung,Franka Sachse :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
missing	SL	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48739&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	missing
missing	Aluminiumbau	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49621&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Di.	missing
Fakultät Architektur und Urbanistik	Theorien der Moderne II	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48235&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Fr.	Fakultät Architektur und Urbanistik,Claudius Torp
missing	Komplexe Tragwerke	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50146&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Di.	missing
Fakultät Medien	Grundlagen der Medienwissenschaft 1	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47575&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Do.	Fakultät Medien,Rudolf Engell
