Fakultät	Veranstaltungstitel	Bisonlink	Veranstaltungsart	SWS	Sprache	Tag	Personen
Fakultät Architektur und Urbanistik	3. Planungsprojekt: Die kinderfreundliche Stadt	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55713&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	8	deutsch	Di.	Fakultät Architektur und Urbanistik,Timmo Krüger :3 S: Fakultät Architektur und Urbanistik,Frank Eckardt
Fakultät Architektur und Urbanistik	3. Planungsprojekt: Zirkuläre Stadt – Zirkuläres Bauen – Denkmalpflege	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55750&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	8	deutsch	Do.	Fakultät Architektur und Urbanistik,Christine Dörner :3 S: Fakultät Architektur und Urbanistik,Kirsten Angermann :3 S: Fakultät Architektur und Urbanistik,Hans-Rudolf Meier
Fakultät Bauingenieurwesen	4. Semester MBA	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56292&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Sa.	missing
Fakultät Architektur und Urbanistik	5. Kernmodul: Bauhaus Urban Energy Hub - Modul 1: Planungsphase	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55284&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	missing	Do.	Fakultät Bauingenieurwesen,Conrad Völker
Fakultät Architektur und Urbanistik	5. Kernmodul: Freier Entwurf BA - Konstruktives Entwerfen und Tragwerkslehre	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55285&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	6	missing	Do.	Fakultät Bauingenieurwesen,Jürgen Ruth :3 S: Fakultät Architektur und Urbanistik,Katharina Elert :3 S: Fakultät Bauingenieurwesen,Larissa Daube :3 S: Fakultät Architektur und Urbanistik,Katrin Linne
Fakultät Architektur und Urbanistik	5. Kernmodul: Freier Entwurf_ Wettbewerbe_ Bachelor	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55627&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch und englisch (zweisprachig)	Do.	Fakultät Architektur und Urbanistik,Heike Büttner-Hyman :3 S: Fakultät Architektur und Urbanistik,Eva Pfrommer :3 S: Fakultät Architektur und Urbanistik,Daniel Guischard :3 S: Fakultät Architektur und Urbanistik,Clemens Helmke
Fakultät Architektur und Urbanistik	5. Kernmodul: RESILIENZ DES SPEZIFISCHEN? Humboldthafen Berlin	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55698&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch und englisch (zweisprachig)	Di.	Fakultät Architektur und Urbanistik,Jörg Springer :3 S: Fakultät Architektur und Urbanistik,Max Wasserkampf :3 S: Fakultät Architektur und Urbanistik,Martin Pasztori :3 S: Fakultät Architektur und Urbanistik,Manuel Aust :3 S: Fakultät Architektur und Urbanistik,Juliane Steffen
Fakultät Architektur und Urbanistik	5. Kernmodul: SCHIEFERPFADE	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55060&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch	Do.	Fakultät Architektur und Urbanistik,Johannes Kühn :3 S: Fakultät Architektur und Urbanistik,Sebastian Schröter
Fakultät Architektur und Urbanistik	5. Kernmodul: Ungerahmte Welt	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55625&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch und englisch (zweisprachig)	Do.	Fakultät Architektur und Urbanistik,Heike Büttner-Hyman :3 S: Fakultät Architektur und Urbanistik,Eva Pfrommer :3 S: Fakultät Architektur und Urbanistik,Daniel Guischard :3 S: Fakultät Architektur und Urbanistik,Clemens Helmke
Fakultät Architektur und Urbanistik	5. Kernmodul: Zirkuläre Stadt – Zirkuläres Bauen – Denkmalpflege	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56008&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	8	deutsch	Do.	Fakultät Architektur und Urbanistik,Hans-Rudolf Meier :3 S: Fakultät Architektur und Urbanistik,Kirsten Angermann :3 S: Fakultät Architektur und Urbanistik,Christine Dörner
Fakultät Architektur und Urbanistik	5. Kernmodul: ZukunftsLAND Seltenrain (Bachelor)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55733&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch	Do.	Fakultät Architektur und Urbanistik,Sigrun Langner :3 S: Fakultät Architektur und Urbanistik,Pia Müller :3 S: Fakultät Architektur und Urbanistik,Atidh Langbein
Fakultät Architektur und Urbanistik	5. Planungsprojekt: Solidarisches Gesundheitszentrum Jena - selbstbestimmtes Projekt	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55589&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	8	deutsch	Do.	Fakultät Architektur und Urbanistik,Lisa Vollmer :3 S: Fakultät Architektur und Urbanistik,Felix Lackus
Fakultät Architektur und Urbanistik	5. Planungsprojekt: Stadt-Utopien: neue Narrative für eine sozial-ökologische Transformation	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55706&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	8	deutsch	Do.	Fakultät Architektur und Urbanistik,Nicolas Goez
Fakultät Architektur und Urbanistik	5. Planungsprojekt: ZukunftsLAND Seltenrain (Bachelor)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56204&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch	Do.	Fakultät Architektur und Urbanistik,Sigrun Langner :3 S: Fakultät Architektur und Urbanistik,Pia Müller :3 S: Fakultät Architektur und Urbanistik,Atidh Langbein
Fakultät Bauingenieurwesen	5. Tagung Nutzerorientierte Bausanierung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55995&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Fr.	missing
Fakultät Kunst und Gestaltung	7. Internationales Symposium zur Architekturvermittlung Kultur-Erbe-Aneignung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56000&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Tagung	missing	deutsch	missing	Fakultät Kunst und Gestaltung,Andrea Dreyer
missing	7. Jour Fixe Standortentwicklung Coudraystraße TLBV	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55461&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Di.	Gewährleistungsbereich,Tina Liesigk
Fakultät Architektur und Urbanistik	7. Planungsprojekt: Stadt und Arbeit in Amsterdam	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54901&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	8	deutsch	Do.	Fakultät Architektur und Urbanistik,Tanja Potezica :3 S: Fakultät Architektur und Urbanistik,Max Welch Guerra
Fakultät Architektur und Urbanistik	7. Planungsprojekt: Zum Verhältnis von Eigennutz und Gemeinwohl: Der gemeinschaftliche Wohnungsbau in München und Weimar	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54839&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	8	deutsch	Do.	Fakultät Architektur und Urbanistik,Carsten Praum :3 S: <img alt=BISON-Portal border=0 high=68 src=/QIS/images/bison.jpg width=150/>, N.N.
Fakultät Kunst und Gestaltung	AAAUSSTELLUNGEN MACHEN MACHEN MACHEN...! (M14/IRRE SPACE)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55723&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	missing	deutsch	Mo.	Fakultät Kunst und Gestaltung,Roman Liska :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Bauingenieurwesen	Abfallwirtschaft und biologische Verfahrenstechnik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54651&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	missing	deutsch	Do.	Fakultät Bauingenieurwesen,Eckhard Kraft :3 S: Fakultät Bauingenieurwesen,keine öffentliche Person :3 S: Fakultät Bauingenieurwesen,Thomas Haupt
Fakultät Architektur und Urbanistik	Abschlusspräsentationen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56272&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Präsentation	missing	missing	missing	missing
Fakultät Medien	Academic English Part One	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55136&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kurs	2	englisch	Mi.	Fakultät Medien,Geoffrey Atkinson
Fakultät Medien	Academic English Part Two	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55199&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kurs	2	englisch	Mi.	Fakultät Medien,Geoffrey Atkinson
Fakultät Architektur und Urbanistik	Academic Skills	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54898&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	englisch	Di.	Fakultät Architektur und Urbanistik,Nicole Baron
Fakultät Architektur und Urbanistik	achtung: die Peripherie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56056&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Mi.	Fakultät Architektur und Urbanistik,Michael Kraus :3 S: Fakultät Architektur und Urbanistik,Andreas Garkisch
Lehrveranstaltungen der Bauhaus.Module	AEC Global teamwork project	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56330&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	8	englisch	Sa.	Fakultät Bauingenieurwesen,Guido Morgenthal :3 S: Fakultät Bauingenieurwesen,Thorsten Beckers :3 S: Fakultät Bauingenieurwesen,Birgit Bode
Lehrveranstaltungen der Bauhaus.Module	AEC Global Teamwork Seminar: High Performance Digital Built Environment, Integrated Project Delivery, and the Future of Work in a Connected World	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56331&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	missing	Fakultät Bauingenieurwesen,Guido Morgenthal :3 S: Fakultät Bauingenieurwesen,Thorsten Beckers :3 S: Fakultät Bauingenieurwesen,Birgit Bode
Fakultät Architektur und Urbanistik	Affordable Housing	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56271&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Workshop	missing	missing	missing	Fakultät Architektur und Urbanistik,Ahmed Moustafa :3 S: Fakultät Architektur und Urbanistik,Frank Eckardt
Fakultät Kunst und Gestaltung	After Effects für Anfänger	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55878&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	2	deutsch oder englisch (gemeinsame Festlegung)	Mo.	Fakultät Kunst und Gestaltung,Ana Vallejo Cuartas :3 S: Fakultät Kunst und Gestaltung,Lucian Engelbrecht :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Kunst und Gestaltung	A.G. Ich - das Autobiografische und das Autofiktionale	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55897&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	Di.	Fakultät Kunst und Gestaltung,Lisa von Billerbeck :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Architektur und Urbanistik	AI on the Edge - Building a Machine Learning Cluster with Nvidia Jestons	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55822&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	englisch	Do.	Fakultät Kunst und Gestaltung,Alexander König :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Medien	Aktuelle Fragestellungen der Journalismusforschung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55611&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Mi.	Fakultät Medien,Christopher Buschow
Fakultät Architektur und Urbanistik	Akustische Gebäudeplanung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54831&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	deutsch	Do.	Fakultät Bauingenieurwesen,Conrad Völker :3 S: Fakultät Bauingenieurwesen,Jörg Arnold :3 S: Fakultät Bauingenieurwesen,Albert Vogel
Fakultät Architektur und Urbanistik	Allgemeine Einführungswoche	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56202&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	missing	missing
Fakultät Architektur und Urbanistik	Allgemeines Bau- und Planungsrecht	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54837&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	deutsch	Fr.	Fakultät Architektur und Urbanistik,Dogan Yurdakul
Fakultät Architektur und Urbanistik	Allgemeines Bau- und Planungsrecht (Master)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54904&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	deutsch	Fr.	Fakultät Architektur und Urbanistik,Dogan Yurdakul
Fakultät Bauingenieurwesen	Aluminiumbau	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54700&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	deutsch	Mi.	Fakultät Bauingenieurwesen,Matthias Kraus :3 S: missing,Jörg Hildebrand :3 S: Fakultät Bauingenieurwesen,María Moscoso Avila
Fakultät Medien	Alumni Verein EMK	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56245&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	Mi.	Fakultät Medien,Katja Hettich
Fakultät Bauingenieurwesen	Anaerobtechnik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54633&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	deutsch	Di.	Fakultät Bauingenieurwesen,Eckhard Kraft :3 S: Fakultät Bauingenieurwesen,Silvio Beier :3 S: Fakultät Bauingenieurwesen,Thomas Haupt :3 S: Fakultät Bauingenieurwesen,Ralf Englert :3 S: Fakultät Bauingenieurwesen,keine öffentliche Person
Fakultät Architektur und Urbanistik	Analog Circuits - Advanced Prototyping	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56140&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	deutsch oder englisch (gemeinsame Festlegung)	Do.	Fakultät Architektur und Urbanistik,keine öffentliche Person :3 S: Fakultät Kunst und Gestaltung,Clemens Wegener
Fakultät Architektur und Urbanistik	Ancora una volta il Sud – Architektur vom Mittelalter bis in die Gegenwart in Apulien	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55751&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	missing	deutsch	Fr.	Fakultät Architektur und Urbanistik,Kirsten Angermann :3 S: Fakultät Architektur und Urbanistik,Christine Dörner :3 S: Fakultät Architektur und Urbanistik,Hans-Rudolf Meier
Fakultät Architektur und Urbanistik	Ancora una volta il Sud – Architektur vom Mittelalter bis in die Gegenwart in Apulien	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56011&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	deutsch	Fr.	Fakultät Architektur und Urbanistik,Hans-Rudolf Meier :3 S: Fakultät Architektur und Urbanistik,Christine Dörner :3 S: Fakultät Architektur und Urbanistik,Kirsten Angermann
Fakultät Architektur und Urbanistik	Ancora una volta il Sud – Architektur vom Mittelalter bis in die Gegenwart in Apulien	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56257&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	missing	deutsch	Fr.	Fakultät Architektur und Urbanistik,Hans-Rudolf Meier :3 S: Fakultät Architektur und Urbanistik,Christine Dörner :3 S: Fakultät Architektur und Urbanistik,Kirsten Angermann
Fakultät Medien	Andere Zeichenregime	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55669&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Di.	Fakultät Medien,Moritz Hiller
Fakultät Bauingenieurwesen	Angewandte Kristallographie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55228&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	missing	Fakultät Bauingenieurwesen,Holger Kletti :3 S: Fakultät Bauingenieurwesen,keine öffentliche Person
Fakultät Medien	Anhörung im BV CSS (W1TT)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56321&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Fr.	missing
Fakultät Kunst und Gestaltung	Anja Engelke: Flash-Geschichten mit Blitz erzählen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55986&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	6	deutsch	Mi.	Fakultät Kunst und Gestaltung,Pio Rahner :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person :3 S: <img alt=BISON-Portal border=0 high=68 src=/QIS/images/bison.jpg width=150/>, N.N.
Fakultät Medien	Applied mathematics (Exam)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54883&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	englisch	Di.	Fakultät Bauingenieurwesen,Björn Rüffer :3 S: Fakultät Bauingenieurwesen,Anastasiia Legatiuk
Fakultät Medien	Applied mathematics (Lecture)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54688&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Mo.	Fakultät Bauingenieurwesen,Björn Rüffer :3 S: Fakultät Bauingenieurwesen,Nataliia Gorban
Fakultät Medien	Applied mathematics & Stochastics (Exercise)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54710&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Di.	Fakultät Bauingenieurwesen,Björn Rüffer :3 S: Fakultät Bauingenieurwesen,Tom Lahmer :3 S: Fakultät Bauingenieurwesen,Nataliia Gorban :3 S: Fakultät Bauingenieurwesen,Simon Marwitz :3 S: Fakultät Bauingenieurwesen,Zouhour Jaouadi :3 S: Fakultät Bauingenieurwesen,Natalie von Butler
Fakultät Medien	Applied Structural Dynamics (Exam)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54881&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	englisch	Mi.	Fakultät Bauingenieurwesen,Volkmar Zabel
Fakultät Medien	Applied Structural Dynamics (Lecture)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=54942&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Mi.	Fakultät Bauingenieurwesen,Volkmar Zabel
missing	Arabisch 3 (A 2.1)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55186&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kurs	3	missing	missing	missing,keine öffentliche Person
Fakultät Medien	Arbeit an der Natur: Blumenbergs implizite Medienphilosophie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55685&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Di.	Fakultät Medien,Sebastian Lederle
Fakultät Kunst und Gestaltung	Arbeiten zur Präsentation zum Berufseinstieg	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=55178&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Berufsvorbereitungsmodul	2	deutsch	missing	Fakultät Kunst und Gestaltung,keine öffentliche Person :3 S: Fakultät Kunst und Gestaltung,Wolfgang Sattler :3 S: Fakultät Kunst und Gestaltung,Gerrit Babtist :3 S: Fakultät Kunst und Gestaltung,Andreas Mühlenberend
Fakultät Architektur und Urbanistik	Architektur im Fokus	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56108&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	missing	Mi.	Fakultät Architektur und Urbanistik,Tobias Adam :3 S: Fakultät Architektur und Urbanistik,Juliane Steffen :3 S: Fakultät Architektur und Urbanistik,Manuel Aust
Fakultät Architektur und Urbanistik	Architektur im Fokus (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=56105&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	missing	Mi.	Fakultät Architektur und Urbanistik,Tobias Adam :3 S: Fakultät Architektur und Urbanistik,Manuel Aust :3 S: Fakultät Architektur und Urbanistik,Juliane Steffen
