Fakultät	Veranstaltungstitel	Bisonlink	Veranstaltungsart	SWS	Sprache	Tag	Personen
Fakultät Architektur und Urbanistik	After Work: Design Fictions on Digitalization and Future Landscapes of Work (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49710&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch/englisch	Mo.	Fakultät Architektur und Urbanistik,Dulmini Perera
Fakultät Bauingenieurwesen	Spezialwasserbau	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51150&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	missing	missing	missing	Fakultät Bauingenieurwesen,Konrad Thürmer
Fakultät Bauingenieurwesen	Prüfung: Klima, Gesellschaft, Energie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48837&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Di.	Fakultät Bauingenieurwesen,Mark Jentsch
Fakultät Bauingenieurwesen	Statik II	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48896&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	deutsch	Do.	Fakultät Bauingenieurwesen,Christin Zacharias
Fakultät Bauingenieurwesen	Stahl- und Verbundbau II	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48922&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	missing	deutsch	Mi.	Fakultät Bauingenieurwesen,Silvio Mämpel :3 S: Fakultät Bauingenieurwesen,Matthias Kraus
Fakultät Medien	Rechnen als Kulturtechnik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49598&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Di.	Fakultät Medien,Moritz Hiller
Fakultät Bauingenieurwesen	Exam: Modelling of steel structures and numerical simulation (205007)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49368&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	englisch	Mi.	Fakultät Bauingenieurwesen,Matthias Kraus
Fakultät Kunst und Gestaltung	WAS WIR WOLLEN	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49336&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	Di.	Fakultät Kunst und Gestaltung,Anne Schönharting :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Kunst und Gestaltung	Strategien für einen geteilten Lebensraum	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49826&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	16	englisch	Di.	Fakultät Kunst und Gestaltung,Ursula Damm :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Bauingenieurwesen	Projekt Bauschadensanalyse	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48897&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	missing	deutsch	Do.	Fakultät Bauingenieurwesen,Andrea Osburg :3 S: Fakultät Bauingenieurwesen,Thomas Baron :3 S: Fakultät Bauingenieurwesen,Alexander Flohr
missing	NHRE	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51152&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Di.	Fakultät Bauingenieurwesen,Silke Beinersdorf
Fakultät Medien	PAA - Projektvergabe Algorithmus	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50043&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	10	deutsch/englisch	missing	Fakultät Medien,Andreas Jakoby
Fakultät Architektur und Urbanistik	poly.chrom III - Architekturfarben der frühen Moderne	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49618&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	deutsch	Fr.	Fakultät Architektur und Urbanistik,Luise Nerlich
Fakultät Kunst und Gestaltung	Is this the (sinister) past coming from the future? Right-wing appropriation of public space	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49795&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	2	englisch	Do.	Fakultät Kunst und Gestaltung,Boris Buden :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Bauingenieurwesen	Prüfung: Mathematik I - Lineare Algebra/Grundlagen der Analysis	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49402&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Mo.	Fakultät Bauingenieurwesen,Sebastian Bock
Fakultät Medien	Wdh.-Klausur Lineare Algebra	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51086&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Di.	Fakultät Bauingenieurwesen,Sebastian Bock
Fakultät Kunst und Gestaltung	Mediendidaktische Werkstatt (Fachmodul)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49932&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	4	deutsch	Do.	Fakultät Kunst und Gestaltung,Nastasja Keller :3 S: Fakultät Kunst und Gestaltung,Andrea Dreyer :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Bauingenieurwesen	Prüfung: CREM/PREM	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51236&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Mo.	Fakultät Bauingenieurwesen,Hans-Joachim Bargstädt
missing	Bauhaustudium	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50232&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mo.	missing
Fakultät Bauingenieurwesen	Prüfung: Mathematics for risk management	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51237&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	englisch	Di.	Fakultät Bauingenieurwesen,Tom Lahmer
Fakultät Medien	Analysis	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49040&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	deutsch	Do.	Fakultät Bauingenieurwesen,Dmitrii Legatiuk :3 S: Fakultät Bauingenieurwesen,Sebastian Bock
missing	MSK	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51041&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mo.	Fakultät Bauingenieurwesen,Sebastian Rau
Fakultät Architektur und Urbanistik	Institutsratssitzung Urbanistik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51064&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	Mi.	Fakultät Architektur und Urbanistik,Elodie Vittu
Fakultät Medien	Augen Ohren Hören	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49585&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	deutsch	Sa.	Fakultät Medien,Makiko Nishikaze
missing	Dienstberatung SHB	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51411&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mi.	missing
Fakultät Medien	Formen subalternen Wissens	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49749&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch/englisch	Mo.	Fakultät Medien,Eva Krivanec
Fakultät Bauingenieurwesen	Meetings DAAD-Scholarshipholder NHRE	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49305&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	englisch	Di.	Fakultät Bauingenieurwesen,Silke Beinersdorf
Fakultät Bauingenieurwesen	Prüfung: Geodäsie (MBB14)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51229&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Di.	Fakultät Medien,Volker Rodehorst :3 S: Fakultät Bauingenieurwesen,Thomas Gebhardt
Fakultät Bauingenieurwesen	Prüfung: Mathematik II - Analysis/gewöhnliche Differentialgleichungen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49401&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Mi.	Fakultät Bauingenieurwesen,Sebastian Bock
Fakultät Architektur und Urbanistik	Haftung und Versicherung von Architekten und Architektinnen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49109&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Blockveranstaltung	1	missing	Mi.	Fakultät Architektur und Urbanistik,Martin Lailach :3 S: Fakultät Architektur und Urbanistik,Nicole Wichmann-Sperl
Fakultät Bauingenieurwesen	Energiewirtschaft	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49859&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	deutsch	Di.	Fakultät Bauingenieurwesen,Mark Jentsch
Fakultät Bauingenieurwesen	Prüfung: Microscopic traffic simulation	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50236&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Do.	Fakultät Bauingenieurwesen,Uwe Plank-Wiedenbeck
Fakultät Medien	Forschungskolloquium: Markenführung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49762&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	deutsch	Do.	Fakultät Medien,Jonas Steffl :3 S: Fakultät Medien,Timo Janson
Fakultät Medien	Bachelorverteidigung S. Heckner (Medieninformatik)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51641&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Fr.	Fakultät Medien,Jan Ehlers :3 S: Fakultät Medien,Eva Hornecker
Fakultät Kunst und Gestaltung	summaery - Kunst und sozialer Raum	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49560&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Ausstellung	missing	missing	missing	Fakultät Kunst und Gestaltung,Christine Hill :3 S: Fakultät Kunst und Gestaltung,Katrin Steiger
Fakultät Medien	Hot Topics in Computer Vision SoSe21	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50021&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	missing	englisch	missing	Fakultät Medien,Volker Rodehorst :3 S: Fakultät Bauingenieurwesen,Christian Benz :3 S: Fakultät Bauingenieurwesen,keine öffentliche Person :3 S: Fakultät Medien,Mariya Kaisheva
Fakultät Architektur und Urbanistik	2. Kernmodul - MEROTOP	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49614&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch	Di.	Fakultät Architektur und Urbanistik,Julia Heinemann :3 S: Fakultät Architektur und Urbanistik,Martin Schmidt
Fakultät Medien	FL BaSe – Formal-Language Based Security	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50024&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	10	englisch	missing	Fakultät Medien,Stefan Lucks :3 S: Fakultät Medien,Jannis Boßert :3 S: Fakultät Medien,Nathalie Lang
Fakultät Bauingenieurwesen	Re-examination: Secondary hazards and risks	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49132&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	englisch	Mi.	Fakultät Bauingenieurwesen,Torsten Wichtmann :3 S: Fakultät Bauingenieurwesen,Guido Morgenthal
Fakultät Kunst und Gestaltung	Bachelorverteidigung Produktdesign	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51275&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	Fakultät Kunst und Gestaltung,Gerrit Babtist :3 S: Fakultät Kunst und Gestaltung,Sarah Böttger
Fakultät Medien	Masterverteidigung J. Gorle (Human-Computer Interaction)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51639&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Mi.	Fakultät Medien,Stefan Lucks
Fakultät Architektur und Urbanistik	kaputt? Reparieren als angewandte Konsumkritik und gestalterische Praxis	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49890&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Fr.	Fakultät Architektur und Urbanistik,Anton Brokow-Loga :3 S: <img alt=BISON-Portal border=0 high=68 src=/QIS/images/bison.jpg width=150/>, N.N. :3 S: missing,Paul Räpple :3 S: Fakultät Architektur und Urbanistik,Tillmann Gebauer :3 S: Fakultät Kunst und Gestaltung,Timm Burkhardt :3 S: Fakultät Architektur und Urbanistik,Martin Ahner :3 S: Fakultät Architektur und Urbanistik,keine öffentliche Person
missing	Doktorhut	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49381&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Informationsveranstaltung	missing	deutsch/englisch	Do.	Fakultätsübergreifende Einrichtungen,Franziska Matthes :3 S: Fakultätsübergreifende Einrichtungen,Marion Hensel :3 S: Fakultätsübergreifende Einrichtungen,Ute Mai :3 S: Fakultätsübergreifende Einrichtungen,Meeta Khurana-Wolff
Fakultät Kunst und Gestaltung	Freies Projekt - Grafikdesign - Master	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49321&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	Fr.	Fakultät Kunst und Gestaltung,Markus Weisbeck :3 S: Fakultät Kunst und Gestaltung,Adrian Palko :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
missing	Tutoren-Treffen für NHRE	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51797&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Fr.	missing
Fakultät Bauingenieurwesen	Stahlbetonbau-Tutorium	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49039&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Tutorium	missing	deutsch	missing	<img alt=BISON-Portal border=0 high=68 src=/QIS/images/bison.jpg width=150/>, N.N.
Fakultät Bauingenieurwesen	Mathematik II - Analysis/ Gewöhnliche Differentialgleichungen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49091&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	2	deutsch	Mo.	Fakultät Bauingenieurwesen,Gudrun Schmidt
Fakultät Bauingenieurwesen	Prüfung: Höhere Mathematik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49099&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Do.	Fakultät Bauingenieurwesen,Klaus Gürlebeck
Fakultät Bauingenieurwesen	Prüfung: Mechanik II - Festigkeitslehre	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49394&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Di.	Fakultät Bauingenieurwesen,Timon Rabczuk
Fakultät Bauingenieurwesen	Prüfung: Bauplanungs-/Bauordnungsrecht	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51233&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Di.	missing,Arne Friege :3 S: Fakultät Bauingenieurwesen,Hans-Joachim Bargstädt :3 S: Fakultät Bauingenieurwesen,Marianne Pieper :3 S: Fakultät Bauingenieurwesen,Birgit Bode
Fakultät Kunst und Gestaltung	Bachelor-Kolloquium Experimentelles Radio	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49817&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	2	deutsch/englisch	Di.	Fakultät Kunst und Gestaltung,Nathalie Singer :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Bauingenieurwesen	Angewandte Hydrogeologie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48939&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	4	missing	Do.	Fakultät Bauingenieurwesen,Torsten Wichtmann :3 S: Fakultät Bauingenieurwesen,Gunther Aselmeyer :3 S: missing,Robert-Balthasar Wudtke
missing	Haushaltsausschuss (HHA)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51829&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mi.	missing
Fakultät Medien	Ubiquitous Computing	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49739&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	englisch	Mi.	Fakultät Medien,Eva Hornecker :3 S: Fakultät Medien,Britta Schulte
Fakultät Kunst und Gestaltung	Klangökologie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49885&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	4	deutsch/englisch	Mo.	Fakultät Kunst und Gestaltung,Robert Rehnig :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Kunst und Gestaltung	Rhetorik-Workshop	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50138&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	missing	missing	Do.	Fakultät Kunst und Gestaltung,Katrin Krupka
Fakultät Architektur und Urbanistik	Einführung in die Stadtsoziologie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49433&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Mo.	Fakultät Architektur und Urbanistik,Frank Eckardt
missing	Verteidigung ISM	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51030&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Fr.	missing
Fakultät Architektur und Urbanistik	Neue Zentralität in der perforierten Stadt - Eisenhüttenstadt I	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49830&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch/englisch	missing	Fakultät Architektur und Urbanistik,Andreas Garkisch :3 S: Fakultät Architektur und Urbanistik,Daniela Zupan :3 S: Fakultät Architektur und Urbanistik,Kirsten Angermann
missing	Einführung FIS (DFO)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51661&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	Fr.	missing
Fakultät Medien	Applied Deep Learning for Computer Vision	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50149&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projekt	missing	englisch	missing	Fakultät Medien,Volker Rodehorst :3 S: Fakultät Medien,Jan Eick :3 S: Fakultät Medien,David Tschirschwitz
Fakultät Kunst und Gestaltung	Black Box - White Light. Prototyping the photo-apparatus	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49920&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	4	englisch	Fr.	Fakultät Kunst und Gestaltung,Jesus Velazquez Rodriguez :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Medien	Algorithmen und Datenstrukturen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49041&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	4	deutsch/englisch	Fr.	Fakultät Medien,Charles Wüthrich :3 S: Fakultät Medien,Francesco Andreussi :3 S: Fakultät Medien,keine öffentliche Person
missing	Bauberatung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51175&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	missing
Fakultät Bauingenieurwesen	Summerschool P3: Use of Polymer-Modified Concretes (PCC) for Innovative Refurbishment Solutions	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=51359&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Übung	missing	englisch	Do.	Fakultät Bauingenieurwesen,Alexander Flohr
Fakultät Architektur und Urbanistik	Urban Modeling and Simulation (UMS) - Advanced	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49802&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Di.	Fakultät Architektur und Urbanistik,Reinhard König
Fakultät Bauingenieurwesen	VirtuIng - Entwicklung überfachlicher Ingenieursfähigkeiten in virtuellen Welten	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50126&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	missing	deutsch	missing	Fakultät Bauingenieurwesen,Jörg Londong :3 S: Fakultät Bauingenieurwesen,Heinrich Söbke :3 S: missing,Max Pagel
Fakultät Bauingenieurwesen	Prüfung: Grundlagen der FEM	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49413&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Mi.	Fakultät Bauingenieurwesen,Timon Rabczuk
Fakultät Medien	Security Engineering	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49937&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	3	englisch	Mi.	Fakultät Medien,Stefan Lucks :3 S: Fakultät Medien,Jannis Boßert
Fakultät Kunst und Gestaltung	Spekulative Atmosphären	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49878&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	englisch	Di.	Fakultät Kunst und Gestaltung,Christian Doeller
Fakultät Medien	„Bunt ist meine Lieblingsfarbe.“ Vom Farbensinn und der Farberinnerung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49572&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Di.	Fakultät Medien,Franziska Klemstein
Fakultät Kunst und Gestaltung	The Sneaky Translator: A toolkit for the aspiring lecture-performer	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49894&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Workshop	2	deutsch/englisch	Fr.	missing,Gabriel Ben Moshe :3 S: missing,keine öffentliche Person
Fakultät Bauingenieurwesen	Verkehrssicherheit 2	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48888&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	2	deutsch	Fr.	Fakultät Bauingenieurwesen,Uwe Plank-Wiedenbeck :3 S: Fakultät Bauingenieurwesen,Johannes Vogel :3 S: Fakultät Bauingenieurwesen,Julius Uhlmann
Fakultät Kunst und Gestaltung	Introduction to Methodology	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49887&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	2	deutsch/englisch	missing	Fakultät Kunst und Gestaltung,Jan Willmann :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Medien	MOOC zur Investition und Finanzierung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49760&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	missing	Fakultät Medien,Matthias Maier
Fakultät Architektur und Urbanistik	Hochhäuser der 1950er und 1960er Jahre in der Stadt II	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49811&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Fr.	Fakultät Architektur und Urbanistik,Hans-Rudolf Meier
Fakultät Bauingenieurwesen	Prüfung: Hoch- und Industriebau (Stahl- und Hybridbau)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48869&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Do.	Fakultät Bauingenieurwesen,Matthias Kraus
Fakultät Architektur und Urbanistik	"        2. Kernmodul: N 54°28'13'' E 9°50'36'' - Einzelansicht        "	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49727&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch/englisch	Mi.	Fakultät Architektur und Urbanistik,keine öffentliche Person :3 S: Fakultät Architektur und Urbanistik,Heike Büttner-Hyman :3 S: Fakultät Architektur und Urbanistik,Daniel Guischard :3 S: missing,Laura Stroszeck :3 S: Fakultät Architektur und Urbanistik,Clemens Helmke
